Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4535119,,0,616.93,2,7.02,"6h; Table S3, R10C1",CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,Ki,'=',260,nM,6.58,,,UO_0000065,10.67,0.22,-0.43,5.89,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4436445,,0,598.93,2,6.61,19,CC(C)(C)NC(=O)C(NCc1ccc(OCc2ccccc2Br)cc1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,Ki,'=',1850,nM,5.73,,,UO_0000065,9.57,0.21,-0.88,5.54,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4521788,,0,640.18,2,7.27,22,CC(=O)N(Cc1ccc(OCc2ccccc2)cc1)C(C(=O)NC12CC3CC(CC(C3)C1)C2)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,Ki,'=',2300,nM,5.64,,,UO_0000065,8.81,0.17,-1.63,5.05,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4644415,,0,577.53,1,4.33,34; MI-63,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',3,nM,8.52,,,UO_0000065,14.76,0.3,4.19,10.31,FALSE,CHEMBL4620015,Inhibition of MDM2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4619711,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4214750,,0,1806.01,None,None,p53-TAD,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(N)=O,Ki,'=',700,nM,6.16,,,UO_0000065,3.41,None,None,None,FALSE,CHEMBL4185136,Binding affinity to MDM2 (unknown origin) in assessed as reduction in MDM2 binding to Fl-p53-TAD after 30 mins by fluorescence polarization competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4184127,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL4085272,,0,680.56,2,8.32,16,O=C(O)CCC(=O)OCCCCCCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(Cl)cc1,Ki,'=',15,nM,7.82,,,UO_0000065,11.5,0.23,-0.5,6.33,FALSE,CHEMBL4052447,Binding affinity to human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) after 15 mins in presence of 5-FAM-LTFEHYWAQLTS by FP assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4049459,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4067165,,0,630.9,2,8.58,24,O=C(O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(OCc2ccccc2Br)cc1,Ki,'=',157,nM,6.8,,,UO_0000065,10.78,0.23,-1.78,8.49,FALSE,CHEMBL4052447,Binding affinity to human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) after 15 mins in presence of 5-FAM-LTFEHYWAQLTS by FP assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4049459,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4173507,,0,659.61,2,8.26,13,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCc1ccc(C(=O)NO)cc1,Ki,'=',580,nM,6.24,,,UO_0000065,9.45,0.19,-2.02,6.04,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4166471,,0,625.6,2,7.62,12a,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCC(=O)NO,Ki,'=',330,nM,6.48,,,UO_0000065,10.36,0.21,-1.14,6.28,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL2089208,,0,503.38,2,5.98,26,COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(F)ccc2NC(=S)C1c1ccc(Cl)cc1,Ki,'=',89,nM,7.05,,,UO_0000065,14.01,0.29,1.07,12.02,FALSE,CHEMBL4352996,Inhibition of p53 protein binding to MDM2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4350977,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4282240,,0,638.16,2,7.2,"2d, Diastereomer A",O=C(O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC12CC3CC(CC(C3)C1)C2)N1C(=O)CC1c1cccc(OCc2ccccc2)c1,Ki,'=',900,nM,6.05,,,UO_0000065,9.47,0.18,-1.15,5.41,FALSE,CHEMBL4262315,Inhibition of 5'-FAM-LTFEHYWAQLTS binding to N-terminal domain of recombinant human MDM2 expressed in Escherichia coli BL21(DE3) after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4261503,1,Scientific Literature,MedChemComm,2017,None,
CHEMBL4171353,,0,694.7,2,7.65,14b,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCC(=O)NO)CC1,Ki,'=',170,nM,6.77,,,UO_0000065,9.74,0.19,-0.88,6.93,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4163059,,0,730.7,2,7.84,16a,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)CC1,Ki,'=',460,nM,6.34,,,UO_0000065,8.67,0.17,-1.5,4.79,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3896783,,0,516.43,2,5.71,BDBM192176,CC(=O)N(Cc1ccc(Cl)cc1)C(C(=O)NC1CCCCC1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,Ki,'=',2300,nM,5.64,,344076,UO_0000065,10.92,0.22,-0.07,5.5,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3977440,,0,638.21,2,7.57,BDBM192159,CCCC(=O)N(Cc1ccccc1)C(C(=O)NC1CCCCC1)c1c(C(=O)OCC)n(C(=O)OC(C)(C)C)c2cc(Cl)ccc12,Ki,'=',2.5,nM,8.6,,344113,UO_0000065,13.48,0.26,1.03,8.04,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3259830,,0,476.36,0,4.79,BDBM50014092,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)cc1,Ki,'=',700,nM,6.16,,344146,UO_0000065,12.92,0.26,1.36,6,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL4171622,,0,755.18,2,10.67,"1c, diastereomeric ratio 1:1",CC1CCCCCCCCCCCCC(=O)N(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C(c2c(C(=O)O)[nH]c3cc(Cl)ccc23)C(=O)N1,Ki,'=',100,nM,7,,,UO_0000065,9.27,0.19,-3.67,6.27,FALSE,CHEMBL4135533,Displacement of 5'FAM-LTFEHYWAQLTS from recombinant human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21-CodonPlus(DE3)-RIL after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4130521,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4166759,,0,825.32,2,12.63,1k,O=C(O)c1[nH]c2cc(Cl)ccc2c1C1C(=O)NCCCCCCCCCCCCCCCCCCCC(=O)N1Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,Ki,'=',1900,nM,5.72,,,UO_0000065,6.93,0.14,-6.91,5.12,FALSE,CHEMBL4135533,Displacement of 5'FAM-LTFEHYWAQLTS from recombinant human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21-CodonPlus(DE3)-RIL after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4130521,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4175521,,0,699.08,2,8.81,2a,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C1C(=O)NC(C)CCCCCCC(=O)N1Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,Ki,'=',3000,nM,5.52,,,UO_0000065,7.9,0.16,-3.29,5.48,FALSE,CHEMBL4135533,Displacement of 5'FAM-LTFEHYWAQLTS from recombinant human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21-CodonPlus(DE3)-RIL after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4130521,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4519527,,0,626.94,2,6.48,"6k; Table S3, R12C1",CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Br)cc2)cc1,Ki,'=',390,nM,6.41,,,UO_0000065,10.22,0.22,-0.07,5.74,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4452024,,0,684.03,2,7.75,6r,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,Ki,'=',1630,nM,5.79,,,UO_0000065,8.46,0.17,-1.96,5.18,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3693983,,0,559.47,1,4.13,38,CC(=O)N1CC(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)C1,Ki,'=',3.4,nM,8.47,,,UO_0000065,15.14,0.3,4.34,9.35,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4066543,,0,558.44,2,6.49,26,Cc1oc([C@H]2[C@H](c3cccc(Cl)c3F)[C@]3(C(=O)Nc4cc(Cl)ccc43)C3(CCCCC3)N2C)nc1C(=O)O,Ki,'=',3.1,nM,8.51,,,UO_0000065,15.24,0.31,2.02,8.89,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4100233,,0,560.5,2,5.06,14,CC1(C)CC2(C1)N[C@@H](C(=O)N[C@H]1CC[C@H](O)CC1)[C@H](c1cccc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21,Ki,'=',2.4,nM,8.62,,,UO_0000065,15.38,0.31,3.56,9.53,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4083764,,0,562.47,1,4.05,11,O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCOCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',75.9,nM,7.12,,,UO_0000065,12.66,0.26,3.07,7.14,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3693969,,0,476.38,0,4.53,7,CNC(=O)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',4.3,nM,8.37,,,UO_0000065,17.56,0.36,3.84,11.91,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3949451,,0,510.81,2,5.44,BDBM192179,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)cc1Cl,Ki,'=',500,nM,6.3,,344079,UO_0000065,12.34,0.26,0.86,6.15,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3981980,,0,505.95,1,4.89,BDBM192200,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1cc(F)cc(F)c1,Ki,'=',2.4,nM,8.62,,344094,UO_0000065,17.04,0.34,3.73,9.42,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3959640,,0,495.89,0,4.55,BDBM192222,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)c(F)cc1F,Ki,'=',2.3,nM,8.64,,344117,UO_0000065,17.42,0.35,4.09,8.43,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3949631,,0,612.17,1,3.81,BDBM192233,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(N[C@@H](CC(C)C)C(=O)NCCN1CCOCC1)C(=O)NCc1ccccc1,Ki,'=',10000,nM,5,,344128,UO_0000065,8.17,0.16,1.19,4.01,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL4516581,,0,566.03,2,5.85,6b,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2cccc(F)c2)cc1,Ki,'=',620,nM,6.21,,,UO_0000065,10.97,0.21,0.36,5.56,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4453505,,0,673.94,2,6.32,"6p; Table S3, R14C1",CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccccc2I)cc1,Ki,'=',34,nM,7.47,,,UO_0000065,11.08,0.25,1.15,6.68,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
